key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
64,"第一次基地扩建工程　物资收集中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参加探索任务筹备物资吧！","第一次基地扩建工程　物资收集中","是时候一起筹备物资，扩建玻璃匠基地啦！
请积极参加探索任务帮忙筹备物资！","宇宙探索再次启航！是时候一起筹备物资，扩建玻璃匠基地啦！","查明威",0,False,168,1,0,241035,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0
65,"第一次基地扩建工程　联合工程准备中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请为联合工程的开工做好准备！","第一次基地扩建工程　联合工程准备中","扩建玻璃匠基地的联合工程举办时间确定啦！
到时候请务必要来帮忙呀！","扩建玻璃匠基地的联合工程举办时间确定啦！到时候一定要来帮忙呀！","查明威",0,False,168,1,0,241035,1451,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0
66,"第一次基地扩建工程　联合工程进行中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参与其中吧！","第一次基地扩建工程　联合工程进行中","扩建玻璃匠基地的联合工程正在进行中！
请一定要来帮忙呀！","扩建玻璃匠基地的联合工程正在进行中！请一定要来帮忙呀！","查明威",0,False,168,2,0,241035,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0
67,"玻璃匠基地：二级基地　竣工
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>下一项工程尚在计划阶段，请先随意放松一下吧！","玻璃匠基地：二级基地　竣工","玻璃匠基地扩建完毕啦！
探索活动正在有条不紊地推进着，感谢大家的帮助！","玻璃匠基地扩建完毕啦！感谢大家的帮助！","查明威",1,False,168,3,0,241036,1478,126,0,6,2,3,4,0,0,0,0,0,0,0,0,0
68,"第一次宇宙飞线铺设工程支援行动　物资收集中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参加探索任务筹备物资吧！","第一次宇宙飞线铺设工程支援行动　物资收集中","我们需要在玻璃匠基地附近建设宇宙飞线！
请积极参加探索任务帮忙筹备物资！","我们需要在玻璃匠基地附近建设宇宙飞线！一起筹备物资吧！","查明威",1,False,168,4,0,241037,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0
69,"第一次宇宙飞线铺设工程支援行动　联合工程准备中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请为联合工程的开工做好准备！","第一次宇宙飞线铺设工程支援行动　联合工程准备中","建设宇宙飞线的联合工程举办时间确定啦！
到时候请务必要来帮忙呀！","建设宇宙飞线的联合工程举办时间确定啦！到时候一定要来帮忙呀！","查明威",1,False,168,4,0,241037,1451,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0
70,"第一次宇宙飞线铺设工程支援行动　联合工程进行中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参与其中吧！","第一次宇宙飞线铺设工程支援行动　联合工程进行中","建设宇宙飞线的联合工程正在进行中！
请一定要来帮忙呀！","建设宇宙飞线的联合工程正在进行中！请一定要来帮忙呀！","查明威",1,False,168,4,0,241037,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0
71,"宇宙飞线基地周边段　竣工
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>下一项工程尚在计划阶段，请先随意放松一下吧！","宇宙飞线基地周边段　竣工","宇宙飞线竣工啦！
这下就方便去更远的地方探索了，感谢大家的帮助！","宇宙飞线竣工啦！感谢大家的帮助！","查明威",2,False,168,5,0,241038,1479,126,1,6,2,3,4,0,0,0,0,0,0,0,0,0
72,"居住舱安装工程支援行动　物资收集中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参加探索任务筹备物资吧！","居住舱安装工程支援行动　物资收集中","我们接下来需要建设居住舱！
请积极参加探索任务帮忙筹备物资！","我们需要建设居住舱！一起筹备物资吧！","查明威",2,False,168,6,0,241039,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0
73,"居住舱安装工程支援行动　联合工程准备中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请为联合工程的开工做好准备！","居住舱安装工程支援行动　联合工程准备中","建设居住舱的联合工程举办时间确定啦！
到时候请务必要来帮忙呀！","建设居住舱的联合工程举办时间确定啦！到时候一定要来帮忙呀！","查明威",2,False,168,6,0,241039,1451,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0
74,"居住舱安装工程支援行动　联合工程进行中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参与其中吧！","居住舱安装工程支援行动　联合工程进行中","建设居住舱的联合工程正在进行中！
请一定要来帮忙呀！","建设居住舱的联合工程正在进行中！请一定要来帮忙呀！","查明威",2,False,168,6,0,241039,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0
75,"居住舱　竣工
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>下一项工程尚在计划阶段，请先随意放松一下吧！","居住舱　竣工","居住舱竣工啦！
这下大家在基地生活就变得更方便了，感谢大家的帮助！","居住舱竣工啦！感谢大家的帮助！","查明威",3,False,168,7,0,241040,1402,126,2,5,2,3,4,0,0,0,0,0,0,0,0,0
76,"发电站&供水站　建设物资收集中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参加探索任务筹备物资吧！","发电站&供水站　建设物资收集中","我们需要建设发电站和供水站！
请积极参加探索任务帮忙筹备物资！","我们需要建设发电站和供水站！一起筹备物资吧！","查明威",3,False,168,8,0,241041,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0
77,"能源设施建设工程支援行动　联合工程准备中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请为联合工程的开工做好准备！","能源设施建设工程支援行动　联合工程准备中","建设发电站的联合工程举办时间确定啦！
到时候请务必要来帮忙呀！","建设发电站的联合工程举办时间确定啦！到时候一定要来帮忙呀！","查明威",3,False,168,8,0,241041,1451,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0
78,"能源设施建设工程支援行动　联合工程进行中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参与其中吧！","能源设施建设工程支援行动　联合工程进行中","建设发电站的联合工程正在进行中！
请一定要来帮忙呀！","建设发电站的联合工程正在进行中！请一定要来帮忙呀！","查明威",3,False,168,8,0,241041,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0
79,"供水设施建设工程支援行动　联合工程准备中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请为联合工程的开工做好准备！","供水设施建设工程支援行动　联合工程准备中","建设供水站的联合工程举办时间确定啦！
到时候请务必要来帮忙呀！","建设供水站的联合工程举办时间确定啦！到时候一定要来帮忙呀！","查明威",4,False,168,9,0,241042,1401,126,3,5,2,3,4,0,0,0,0,0,0,0,0,0
80,"供水设施建设工程支援行动　联合工程进行中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参与其中吧！","供水设施建设工程支援行动　联合工程进行中","建设供水站的联合工程正在进行中！
请一定要来帮忙呀！","建设供水站的联合工程正在进行中！请一定要来帮忙呀！","查明威",4,False,168,9,0,241042,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0
81,"发电站&供水站　竣工
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>下一项工程尚在计划阶段，请先随意放松一下吧！","发电站&供水站　竣工","发电站和供水站竣工啦！
这下就暂时不用担心能量和供水的问题了，感谢大家的帮助！","发电站和供水站竣工啦！感谢大家的帮助！","查明威",5,False,168,10,0,241043,1402,126,4,5,2,3,4,0,0,0,0,0,0,0,0,0
82,"第一次机甲库扩建工程　物资收集中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参加探索任务筹备物资吧！","第一次机甲库扩建工程　物资收集中","我们需要改建机甲库！
请积极参加探索任务帮忙筹备物资！","我们需要改建机甲库！一起筹备物资吧！","查明威",5,False,168,11,0,241044,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0
83,"第一次机甲库扩建工程　联合工程准备中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请为联合工程的开工做好准备！","第一次机甲库扩建工程　联合工程准备中","改建机甲库的联合工程举办时间确定啦！
到时候请务必要来帮忙呀！","改建机甲库的联合工程举办时间确定啦！到时候一定要来帮忙呀！","查明威",5,False,168,11,0,241044,1451,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0
84,"第一次机甲库扩建工程　联合工程进行中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参与其中吧！","第一次机甲库扩建工程　联合工程进行中","改建机甲库的联合工程正在进行中！
请一定要来帮忙呀！","改建机甲库的联合工程正在进行中！请一定要来帮忙呀！","查明威",5,False,168,11,0,241044,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0
85,"二级机甲库　竣工
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>下一项工程尚在计划阶段，请先随意放松一下吧！","二级机甲库　竣工","机甲库改建完毕啦！
相信今后机甲一定能发挥更重要的作用，感谢大家的帮助！","机甲库改建完毕啦！感谢大家的帮助！","查明威",6,False,168,12,0,241045,1402,126,5,5,2,3,4,0,0,0,0,0,0,0,0,0
86,"第二次宇宙飞线铺设工程　物资收集中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参加探索任务筹备物资吧！","第二次宇宙飞线铺设工程　物资收集中","我们需要建设宇宙飞线西北线到南线！
请积极参加探索任务帮忙筹备物资！","我们需要建设宇宙飞线西北线到南线！一起筹备物资吧！","查明威",6,False,168,13,0,241046,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0
87,"第二次宇宙飞线铺设工程　施工中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请静待宇宙飞线铺设完成！","第二次宇宙飞线铺设工程　施工中","宇宙飞线西北线到南线的竣工时间确定啦！
竣工之后整体环境将会变得更加便利，请再耐心等待一下！","宇宙飞线西北线到南线的竣工时间确定啦！","查明威",6,False,168,13,0,241046,1452,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0
88,"宇宙飞线平野段　竣工
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>下一项工程尚在计划阶段，请先随意放松一下吧！","宇宙飞线平野段　竣工","宇宙飞线西北线到南线竣工啦！
相信今后对于远方的探索会更进一步，感谢大家的帮助！","宇宙飞线西北线到南线竣工啦！感谢大家的帮助！","查明威",7,False,168,14,0,241047,1480,126,6,6,2,3,4,5,6,7,0,0,0,0,0,0
89,"升降机建设工程　物资收集中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参加探索任务筹备物资吧！","升降机建设工程　物资收集中","我们需要建设用于下降到胶囊峡谷谷底的升降机！
请积极参加探索任务帮忙筹备物资！","我们需要建设用于下降到胶囊峡谷谷底的升降机！一起筹备物资吧！","查明威",7,False,168,15,0,241048,0,0,0,0,2,3,4,5,6,7,0,0,0,0,0,0
90,"第一次升降机建设工程　联合工程准备中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请为联合工程的开工做好准备！","第一次升降机建设工程　联合工程准备中","建设升降机的第一次联合工程举办时间确定啦！
到时候请务必要来帮忙呀！","建设升降机的第一次联合工程举办时间确定啦！到时候一定要来帮忙呀！","查明威",7,False,168,15,0,241048,1451,0,0,0,2,3,4,5,6,7,0,0,0,0,0,0
91,"第一次升降机建设工程　联合工程进行中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参与其中吧！","第一次升降机建设工程　联合工程进行中","建设升降机的第一次联合工程正在进行中！
请一定要来帮忙呀！","建设升降机的第一次联合工程正在进行中！请一定要来帮忙呀！","查明威",7,False,168,15,0,241048,0,0,0,0,2,3,4,5,6,7,0,0,0,0,0,0
92,"第二次升降机建设工程　联合工程准备中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请为联合工程的开工做好准备！","第二次升降机建设工程　联合工程准备中","建设升降机的第二次联合工程举办时间确定啦！
到时候请务必要来帮忙呀！","建设升降机的第二次联合工程举办时间确定啦！到时候一定要来帮忙呀！","查明威",8,False,168,16,0,241049,1401,126,7,5,2,3,4,5,6,7,0,0,0,0,0,0
93,"第二次升降机建设工程　联合工程进行中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参与其中吧！","第二次升降机建设工程　联合工程进行中","建设升降机的第二次联合工程正在进行中！
请一定要来帮忙呀！","建设升降机的第二次联合工程正在进行中！请一定要来帮忙呀！","查明威",8,False,168,16,0,241049,0,0,0,0,2,3,4,5,6,7,0,0,0,0,0,0
94,"嵌花升降机　竣工
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>下一项工程尚在计划阶段，请先随意放松一下吧！","嵌花升降机　竣工","嵌花升降机竣工啦！
相信今后对于大洞深处的探索会更进一步，感谢大家的帮助！","嵌花升降机竣工啦！感谢大家的帮助！","查明威",9,False,168,17,0,241050,1481,126,8,6,2,3,4,5,6,7,0,0,0,0,0,0
95,"第三次宇宙飞线铺设工程　物资收集中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参加探索任务筹备物资吧！","第三次宇宙飞线铺设工程　物资收集中","我们需要在胶囊峡谷谷底建设宇宙飞线！
一起筹备物资吧！","我们需要在胶囊峡谷谷底建设宇宙飞线！一起筹备物资吧！","查明威",9,False,168,18,0,241051,0,0,0,0,2,3,4,5,6,7,0,0,0,0,0,0
96,"第三次宇宙飞线铺设工程　施工中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请静待宇宙飞线铺设完成！","第三次宇宙飞线铺设工程　施工中","胶囊峡谷谷底的宇宙飞线的竣工时间确定啦！
竣工之后整体环境将会变得更加便利，请再耐心等待一下！","胶囊峡谷谷底的宇宙飞线的竣工时间确定啦！","查明威",9,False,168,18,0,241051,1452,0,0,0,2,3,4,5,6,7,0,0,0,0,0,0
97,"宇宙飞线瀑布段　竣工
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>下一项工程尚在计划阶段，请先随意放松一下吧！","宇宙飞线瀑布段　竣工","胶囊峡谷谷底的宇宙飞线竣工啦！
相信今后对于大洞深处的探索会更进一步，感谢大家的帮助！","胶囊峡谷谷底的宇宙飞线竣工啦！感谢大家的帮助！","查明威",10,False,168,19,0,241052,1482,126,9,6,2,3,4,5,6,7,0,0,0,0,0,0
98,"第二次基地扩建工程　物资收集中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参加探索任务筹备物资吧！","第二次基地扩建工程　物资收集中","我们需要再次扩建玻璃匠基地！
请积极参加探索任务帮忙筹备物资！","我们需要再次扩建玻璃匠基地！一起筹备物资吧！","查明威",10,False,168,20,0,241053,0,0,0,0,2,3,4,5,6,7,0,0,0,0,0,0
99,"第二次基地扩建工程　联合工程准备中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请为联合工程的开工做好准备！","第二次基地扩建工程　联合工程准备中","再次扩建玻璃匠基地的联合工程举办时间确定啦！
到时候请务必要来帮忙呀！","再次扩建玻璃匠基地的联合工程举办时间确定啦！到时候一定要来帮忙呀！","查明威",10,False,168,20,0,241053,1451,0,0,0,2,3,4,5,6,7,0,0,0,0,0,0
100,"第二次基地扩建工程　联合工程进行中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参与其中吧！","第二次基地扩建工程　联合工程进行中","再次扩建玻璃匠基地的联合工程正在进行中！
请一定要来帮忙呀！","再次扩建玻璃匠基地的联合工程正在进行中！请一定要来帮忙呀！","查明威",10,False,168,20,0,241053,0,0,0,0,2,3,4,5,6,7,0,0,0,0,0,0
101,"玻璃匠基地：三级基地　竣工
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>下一项工程尚在计划阶段，请先随意放松一下吧！","玻璃匠基地：三级基地　竣工","玻璃匠基地扩建完毕啦！这次的成果更棒！
相信今后的探索活动会更进一步，感谢大家的帮助！","玻璃匠基地扩建完毕啦！这次的成果更棒！感谢大家的帮助！","查明威",11,False,168,21,0,241054,1483,126,10,6,1,3,4,5,6,7,0,0,0,0,0,0
102,"第二次机甲库扩建工程　物资收集中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参加探索任务筹备物资吧！","第二次机甲库扩建工程　物资收集中","我们需要改建机甲库！
请积极参加探索任务帮忙筹备物资！","我们需要改建机甲库！一起筹备物资吧！","查明威",11,False,168,22,0,241055,0,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
103,"第二次机甲库扩建工程　联合工程准备中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请为联合工程的开工做好准备！","第二次机甲库扩建工程　联合工程准备中","改建机甲库的联合工程举办时间确定啦！
到时候请务必要来帮忙呀！","改建机甲库的联合工程举办时间确定啦！到时候一定要来帮忙呀！","查明威",11,False,168,22,0,241055,1451,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
104,"第二次机甲库扩建工程　联合工程进行中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参与其中吧！","第二次机甲库扩建工程　联合工程进行中","改建机甲库的联合工程正在进行中！
请一定要来帮忙呀！","改建机甲库的联合工程正在进行中！请一定要来帮忙呀！","查明威",11,False,168,22,0,241055,0,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
105,"三级机甲库　竣工
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>下一项工程尚在计划阶段，请先随意放松一下吧！","三级机甲库　竣工","机甲库改建完毕啦！
相信今后机甲一定能进一步发挥重要作用，感谢大家的帮助！","机甲库改建完毕啦！感谢大家的帮助！","查明威",12,False,168,23,0,241056,1402,126,11,5,1,3,4,5,6,7,0,0,0,0,0,0
106,"宇宙港建设工程支援行动　物资收集中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参加探索任务筹备物资吧！","宇宙港建设工程支援行动　物资收集中","我们需要改建宇宙港！
请积极参加探索任务帮忙筹备物资！","我们需要改建宇宙港！一起筹备物资吧！","查明威",12,False,168,24,0,241057,0,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
107,"宇宙港建设工程支援行动　联合工程准备中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请为联合工程的开工做好准备！","宇宙港建设工程支援行动　联合工程准备中","改建宇宙港的联合工程举办时间确定啦！
到时候请务必要来帮忙呀！","改建宇宙港的联合工程举办时间确定啦！到时候一定要来帮忙呀！","查明威",12,False,168,24,0,241057,1451,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
108,"宇宙港建设工程支援行动　联合工程进行中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参与其中吧！","宇宙港建设工程支援行动　联合工程进行中","改建宇宙港的联合工程正在进行中！
请一定要来帮忙呀！","改建宇宙港的联合工程正在进行中！请一定要来帮忙呀！","查明威",12,False,168,24,0,241057,0,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
109,"二级宇宙港　竣工
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>下一项工程尚在计划阶段，请先随意放松一下吧！","二级宇宙港　竣工","宇宙港改建完毕啦！
相信今后可以朝着更遥远的星球进发了，感谢大家的帮助！","宇宙港改建完毕啦！感谢大家的帮助！","查明威",13,False,168,25,0,241058,1402,126,12,5,1,3,4,5,6,7,0,0,0,0,0,0
110,"能量集散设施建设工程　物资收集中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参加探索任务筹备物资吧！","能量集散设施建设工程　物资收集中","我们需要建设能量集散设施！
请积极参加探索任务帮忙筹备物资！","我们需要建设能量集散设施！一起筹备物资吧！","查明威",13,False,168,26,0,241059,0,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
111,"第一次能量集散设施建设工程　联合工程准备中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请为联合工程的开工做好准备！","第一次能量集散设施建设工程　联合工程准备中","建设能量集散设施的第一次联合工程举办时间确定啦！
到时候请务必要来帮忙呀！","建设能量集散设施的第一次联合工程举办时间确定啦！到时候一定要来帮忙呀！","查明威",13,False,168,26,0,241059,1451,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
112,"第一次能量集散设施建设工程　联合工程进行中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参与其中吧！","第一次能量集散设施建设工程　联合工程进行中","建设能量集散设施的第一次联合工程正在进行中！
请一定要来帮忙呀！","建设能量集散设施的第一次联合工程正在进行中！请一定要来帮忙呀！","查明威",13,False,168,26,0,241059,0,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
113,"第二次能量集散设施建设工程　联合工程准备中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请为联合工程的开工做好准备！","第二次能量集散设施建设工程　联合工程准备中","建设能量集散设施的第二次联合工程举办时间确定啦！
到时候请务必要来帮忙呀！","建设能量集散设施的第二次联合工程举办时间确定啦！到时候一定要来帮忙呀！","查明威",14,False,168,27,0,241060,1401,126,13,5,1,3,4,5,6,7,0,0,0,0,0,0
114,"第二次能量集散设施建设工程　联合工程进行中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参与其中吧！","第二次能量集散设施建设工程　联合工程进行中","建设能量集散设施的第二次联合工程正在进行中！
请一定要来帮忙呀！","建设能量集散设施的第二次联合工程正在进行中！请一定要来帮忙呀！","查明威",14,False,168,27,0,241060,0,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
115,"超级光能站　竣工
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>下一项工程尚在计划阶段，请先随意放松一下吧！","超级光能站　竣工","两台超级光能站竣工啦！
今后用于探索的能量将会更加充足，感谢大家的帮助！","两台超级光能站竣工啦！感谢大家的帮助！","查明威",15,False,168,28,0,241061,1402,126,14,5,1,3,4,5,6,7,0,0,0,0,0,0
116,"冷却无人机据点建设工程　物资收集中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参加探索任务筹备物资吧！","冷却无人机据点建设工程　物资收集中","我们需要建设熔融玻璃冷却无人机用于扩大探索区域！
请积极参加探索任务帮忙筹备物资！","我们需要建设熔融玻璃冷却无人机用于扩大探索区域！一起筹备物资吧！","查明威",15,False,168,29,0,241062,0,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
117,"冷却无人机据点建设工程　联合工程准备中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请为联合工程的开工做好准备！","冷却无人机据点建设工程　联合工程准备中","建设冷却无人机据点的联合工程举办时间确定啦！
到时候请务必要来帮忙呀！","建设冷却无人机据点的联合工程举办时间确定啦！到时候一定要来帮忙呀！","查明威",15,False,168,29,0,241062,1451,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
118,"冷却无人机据点建设工程　联合工程进行中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参与其中吧！","冷却无人机据点建设工程　联合工程进行中","建设冷却无人机据点的联合工程正在进行中！
请一定要来帮忙呀！","建设冷却无人机据点的联合工程正在进行中！请一定要来帮忙呀！","查明威",15,False,168,29,0,241062,0,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
119,"第一次冷却熔融玻璃大作战　执行准备中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请为联合工程的开工做好准备！","第一次冷却熔融玻璃大作战　执行准备中","用于冷却熔融玻璃大作战的第一次联合工程举办时间确定啦！
到时候请务必要来帮忙呀！","用于冷却熔融玻璃大作战的第一次联合工程举办时间确定啦！到时候一定要来帮忙呀！","查明威",16,False,168,30,0,241063,1401,126,15,5,1,3,4,5,6,7,0,0,0,0,0,0
120,"第一次冷却熔融玻璃大作战　执行中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参与其中吧！","第一次冷却熔融玻璃大作战　执行中","用于冷却熔融玻璃大作战的第一次联合工程正在进行中！
请一定要来帮忙呀！","用于冷却熔融玻璃大作战的第一次联合工程正在进行中！请一定要来帮忙呀！","查明威",16,False,168,30,0,241063,0,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
121,"第二次冷却熔融玻璃大作战　执行准备中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请为联合工程的开工做好准备！","第二次冷却熔融玻璃大作战　执行准备中","用于冷却熔融玻璃大作战的第二次联合工程举办时间确定啦！
到时候请务必要来帮忙呀！","用于冷却熔融玻璃大作战的第二次联合工程举办时间确定啦！到时候一定要来帮忙呀！","查明威",17,False,168,31,0,241064,1401,126,16,5,1,3,4,5,6,7,0,0,0,0,0,0
122,"第二次冷却熔融玻璃大作战　执行中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参与其中吧！","第二次冷却熔融玻璃大作战　执行中","用于冷却熔融玻璃大作战的第二次联合工程正在进行中！
请一定要来帮忙呀！","用于冷却熔融玻璃大作战的第二次联合工程正在进行中！请一定要来帮忙呀！","查明威",17,False,168,31,0,241064,0,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
123,"冷却熔融玻璃大作战　完成
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>下一项工程尚在计划阶段，请先随意放松一下吧！","冷却熔融玻璃大作战　完成","熔融玻璃已冷却凝固，成功扩大了探索范围！
相信今后对于法恩娜行星的探索将会更进一步，感谢大家的帮助！","熔融玻璃已冷却凝固，成功扩大了探索范围！感谢大家的帮助！","查明威",18,False,168,32,0,241065,1484,126,17,6,1,3,4,5,6,7,0,0,0,0,0,0
124,"第四次宇宙飞线铺设工程　物资收集中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参加探索任务筹备物资吧！","第四次宇宙飞线铺设工程　物资收集中","我们需要在熔火涌道建设宇宙飞线！
一起筹备物资吧！","我们需要在熔火涌道建设宇宙飞线！一起筹备物资吧！","查明威",18,False,168,33,0,241066,0,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
125,"第四次宇宙飞线铺设工程　施工中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请静待宇宙飞线铺设完成！","第四次宇宙飞线铺设工程　施工中","熔火涌道的宇宙飞线的竣工时间确定啦！
竣工之后整体环境将会变得更加便利，请再耐心等待一下！","熔火涌道的宇宙飞线的竣工时间确定啦！","查明威",18,False,168,33,0,241066,1452,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
126,"宇宙飞线火山口段　竣工
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>下一项工程尚在计划阶段，请先随意放松一下吧！","宇宙飞线火山口段　竣工","熔火涌道的宇宙飞线竣工啦！
相信今后前往火山口附近将会更加方便，感谢大家的帮助！","熔火涌道的宇宙飞线竣工啦！感谢大家的帮助！","查明威",19,False,168,34,0,241067,1485,126,18,6,1,3,4,5,6,7,0,0,0,0,0,0
127,"基地综合设施扩建工程　物资收集中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>请积极参加探索任务筹备物资吧！","基地综合设施扩建工程　物资收集中","我们需要对玻璃匠基地进行大幅扩建！
一起筹备物资吧！","我们需要对玻璃匠基地进行大幅扩建！一起筹备物资吧！","查明威",19,False,168,35,0,241068,0,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
